supplier_reliability,demand_level,transport_delay,weather_impact,inventory_level,risk_score,risk_level
52.68,91.42,13.09,0.06,72.32,59.09,2
54.62,15.19,6.2,0.5,39.33,45.29,1
87.14,39.56,13.81,0.94,60.41,47.26,1
77.86,19.05,5.39,1.87,81.04,21.03,0
59.29,25.81,0.04,8.53,53.45,40.98,1
69.19,33.44,1.54,0.88,42.96,26.77,0
47.91,56.31,11.81,0.11,96.06,56.74,2
71.38,55.34,5.16,0.43,36.57,38.85,1
53.79,36.41,19.99,4.56,63.12,81.12,2
75.19,5.44,0.85,2.4,45.83,21.58,0
70.33,79.55,1.76,3.12,41.26,45.12,1
87.63,44.28,2.25,0.27,74.83,28.25,0
87.24,27.67,1.98,0.29,55.89,27.89,0
90.04,55.5,1.45,0.24,68.12,28.79,0
64.37,54.09,2.93,3.89,14.9,58.74,2
83.43,43.55,5.14,0.47,70.06,26.73,0
76.46,52.97,1.86,2.06,45.59,43.3,1
75.13,26.9,0.42,1.45,22.42,35.15,0
58.12,65.2,6.16,1.57,97.69,40.67,1
68.37,30.06,3.07,0.43,72.02,28.77,0
82.21,37.89,4.07,2.02,64.55,38.34,1
97.39,62.98,3.04,0.09,84.99,26.27,0
72.19,74.08,11.05,10.0,64.95,64.66,2
87.94,81.72,4.09,0.05,44.03,45.97,1
77.96,71.12,12.84,0.1,56.5,56.68,2
79.67,43.52,3.57,0.79,46.43,33.12,0
62.46,19.18,1.73,3.56,49.99,38.15,1
61.42,78.1,2.2,0.59,34.85,49.47,2
72.69,77.41,3.69,1.28,40.6,38.26,1
75.4,36.56,3.78,0.04,77.89,24.69,0
57.51,68.42,5.81,0.16,66.64,43.84,1
63.24,43.36,1.27,1.87,49.94,37.67,0
96.93,80.03,5.38,0.43,39.44,39.55,1
92.26,39.7,7.54,2.37,51.89,42.42,1
35.6,89.57,5.64,3.08,26.32,68.56,2
46.42,65.72,3.29,3.8,62.53,58.98,2
53.22,85.95,23.95,0.29,78.91,79.46,2
80.85,40.72,2.59,1.22,100.0,29.66,0
66.65,58.1,0.56,5.88,37.93,61.15,2
48.55,30.61,8.62,2.96,78.08,56.49,2
58.43,66.88,1.19,0.25,45.86,36.5,0
59.51,67.98,6.25,1.4,37.43,56.24,2
81.44,97.94,0.99,5.11,37.42,53.24,2
70.03,59.64,0.09,1.16,62.81,50.77,2
36.99,64.48,0.87,3.63,41.38,60.21,2
70.11,40.58,2.37,1.37,47.86,43.59,1
75.52,60.83,0.56,0.23,51.19,35.9,0
98.79,42.4,1.1,0.32,45.2,11.2,0
80.79,52.32,7.23,0.1,43.75,37.26,0
64.14,53.49,7.35,0.43,11.42,50.52,2
85.48,42.95,8.5,4.48,61.74,44.76,1
66.61,51.26,9.2,2.1,61.35,51.41,2
74.8,42.49,2.73,2.69,44.05,42.68,1
78.77,42.41,10.11,1.94,67.21,30.41,0
75.94,71.53,3.73,0.98,87.94,34.37,0
74.4,53.51,3.18,0.49,60.47,32.53,0
42.54,56.94,6.34,5.2,86.61,63.56,2
58.21,20.85,1.2,1.45,100.0,26.13,0
76.38,58.47,7.79,1.31,100.0,35.76,0
45.13,60.61,2.81,10.0,36.24,74.69,2
29.04,42.03,0.68,0.97,36.34,39.54,1
58.0,91.7,0.64,3.85,51.11,59.19,2
88.77,4.22,0.9,3.97,62.57,21.2,0
68.87,65.69,11.06,0.53,91.73,41.3,1
52.0,64.26,23.52,0.2,72.54,78.3,2
90.14,60.83,2.21,7.43,35.93,54.23,2
43.73,53.52,1.73,1.11,47.77,42.75,1
83.9,61.01,1.23,0.0,59.16,27.09,0
69.47,67.36,8.68,1.38,30.22,58.26,2
39.96,35.48,1.17,1.93,60.27,42.86,1
74.0,55.98,12.89,2.99,36.23,61.52,2
62.42,46.33,5.5,5.73,26.99,54.02,2
67.61,28.12,11.37,4.93,41.06,52.65,2
75.13,64.34,4.04,5.63,68.22,46.3,1
72.72,38.71,5.87,0.07,68.08,32.23,0
83.35,20.04,4.83,2.49,61.93,30.88,0
67.64,39.22,8.9,0.51,79.83,37.37,0
96.08,34.02,9.04,0.42,77.71,28.16,0
64.53,70.57,4.46,3.22,64.09,59.61,2
84.71,53.06,5.01,1.08,61.33,40.04,1
84.01,77.65,12.75,4.97,62.59,69.17,2
66.49,36.67,13.29,0.09,57.05,50.28,2
56.54,67.48,5.46,3.24,16.51,63.26,2
88.74,100.0,0.04,0.29,82.71,34.68,0
83.99,57.12,0.55,0.39,67.95,28.42,0
68.92,67.23,9.76,1.3,35.67,60.92,2
65.89,63.87,0.44,1.01,88.56,26.8,0
76.49,21.56,1.2,1.33,48.2,31.56,0
82.24,61.72,1.31,5.63,57.84,46.06,1
67.0,56.13,4.58,2.14,80.47,31.03,0
82.64,44.81,4.3,0.69,64.4,32.12,0
74.77,32.32,1.71,0.38,86.71,15.29,0
89.4,63.88,1.16,1.09,52.96,30.35,0
83.33,30.55,7.23,1.2,93.82,26.93,0
99.48,92.67,13.7,1.84,44.44,52.05,2
79.53,52.28,0.27,0.62,86.35,23.63,0
96.58,25.53,0.71,2.92,14.7,33.18,0
65.62,39.72,5.14,0.21,38.0,44.64,1
89.88,44.44,8.16,1.64,65.96,35.03,0
95.51,98.25,7.83,1.95,51.99,53.52,2
55.73,32.31,6.36,0.46,58.51,39.88,1
81.47,47.68,10.92,3.5,60.83,48.34,2
33.1,39.24,1.23,1.91,36.18,40.91,1
78.43,59.99,0.57,2.08,37.68,39.41,1
84.52,39.56,4.78,1.38,64.64,35.94,0
56.11,27.22,8.64,4.81,46.67,50.94,2
59.14,46.09,4.36,2.37,86.82,37.79,1
72.11,44.01,16.48,0.96,56.16,54.92,2
82.44,38.16,7.94,0.55,74.38,38.71,1
51.26,39.22,6.03,0.15,68.86,40.23,1
66.24,73.69,0.31,0.36,47.98,41.77,1
50.74,43.61,0.57,9.84,20.39,67.0,2
95.22,27.32,7.68,1.04,83.7,23.2,0
73.8,40.76,1.1,4.58,40.42,37.4,0
60.06,51.09,0.15,0.37,51.92,34.1,0
86.13,23.27,12.08,1.11,56.98,41.44,1
67.79,82.52,11.07,6.46,58.98,71.88,2
90.66,67.35,1.23,0.19,79.24,33.52,0
52.94,78.6,7.58,1.8,60.12,62.34,2
75.09,57.84,0.25,5.03,57.45,49.59,2
81.87,8.13,1.68,5.98,80.37,18.7,0
86.66,80.71,4.89,3.74,72.01,54.36,2
78.86,32.73,7.2,3.87,45.29,47.29,2
60.42,34.36,0.05,2.11,37.06,40.45,1
79.33,53.13,1.97,0.5,43.53,39.46,1
51.2,77.56,1.21,2.62,59.02,50.7,2
72.82,71.07,30.0,7.67,35.08,97.72,2
71.78,68.13,5.56,1.49,61.82,52.44,2
52.39,43.76,2.6,0.6,57.42,35.31,0
95.25,43.45,0.39,1.7,9.15,30.38,0
41.5,56.92,4.56,2.35,31.88,56.95,2
81.86,47.4,5.13,0.47,2.28,43.77,1
91.89,67.79,8.48,2.54,53.12,47.84,2
68.0,66.6,1.7,1.77,81.48,36.44,0
71.46,61.83,19.93,1.9,22.19,80.95,2
75.44,0.0,2.89,0.73,33.55,29.12,0
87.82,52.56,1.75,0.34,56.73,24.64,0
94.47,47.82,2.14,1.95,38.72,30.37,0
52.0,53.36,3.67,1.76,38.63,47.99,2
98.46,34.91,13.8,0.83,70.83,35.86,0
84.97,23.5,6.64,0.7,50.1,29.51,0
83.51,59.26,4.3,0.85,30.27,36.79,0
67.38,42.87,0.89,1.35,18.25,43.01,1
74.03,61.49,0.81,7.36,100.0,40.51,1
82.73,36.58,3.49,2.88,82.57,25.5,0
45.23,78.32,6.52,3.82,50.97,67.57,2
74.68,70.02,6.95,1.41,61.76,50.94,2
83.02,55.94,1.28,1.49,50.23,33.46,0
73.22,45.73,0.53,0.46,70.21,36.27,0
91.43,67.05,2.43,2.55,42.92,51.85,2
34.81,57.85,12.52,1.09,49.14,68.19,2
96.81,54.77,3.94,2.71,69.11,31.18,0
71.2,70.86,1.93,1.05,89.08,35.41,0
87.27,78.53,1.96,0.23,74.83,25.87,0
93.33,24.95,0.71,0.38,84.68,8.96,0
56.62,28.99,3.2,3.34,53.75,34.25,0
62.32,34.39,7.84,0.6,47.54,40.5,1
68.77,19.95,17.3,0.61,21.23,51.43,2
65.05,48.75,3.48,5.3,61.44,51.98,2
56.56,62.0,0.91,2.14,67.58,38.0,1
78.55,49.57,5.74,0.24,54.0,38.63,1
79.41,39.32,7.07,0.31,44.47,42.23,1
43.42,72.53,0.37,0.64,84.87,46.14,1
58.99,52.81,9.49,1.8,72.64,47.95,2
85.96,56.86,8.84,2.8,86.26,42.98,1
74.88,73.08,3.2,0.64,40.93,45.74,1
57.85,47.54,4.11,4.09,45.84,58.11,2
73.57,91.2,6.25,0.23,84.06,47.79,2
56.78,41.04,5.65,0.47,59.05,47.57,2
55.1,89.96,0.08,7.04,48.62,55.65,2
93.12,30.51,0.65,0.29,50.01,18.07,0
84.59,60.35,0.89,4.38,59.78,45.19,1
88.69,37.15,7.05,2.43,80.06,36.23,0
58.0,72.39,2.9,0.15,56.79,43.45,1
78.11,40.44,3.94,1.32,75.81,28.36,0
62.2,55.82,7.41,1.46,69.35,50.14,2
67.0,36.99,2.09,5.38,42.43,37.34,0
66.36,68.74,6.91,1.09,42.42,55.85,2
81.64,36.88,2.92,1.18,50.99,32.32,0
66.88,83.67,2.37,0.24,33.26,45.9,1
57.83,30.08,2.03,2.04,49.72,40.87,1
72.83,23.09,16.75,0.47,90.27,40.25,1
66.64,69.03,7.39,0.16,59.37,47.03,1
82.62,38.17,0.1,10.0,44.67,50.74,2
59.83,49.86,15.78,0.63,98.31,53.82,2
51.66,43.56,7.47,0.3,41.39,49.87,2
70.96,23.75,0.81,2.4,40.76,24.17,0
96.34,48.46,0.4,3.45,84.59,18.55,0
61.43,75.3,1.84,0.13,73.23,33.42,0
72.84,70.06,4.89,0.22,57.4,44.36,1
57.71,54.64,4.79,0.19,76.64,41.46,1
80.96,72.25,1.61,0.1,66.01,41.58,1
89.68,28.81,2.95,2.15,36.28,27.78,0
90.15,43.49,1.19,1.77,12.05,44.19,1
92.73,57.92,0.26,2.17,48.65,23.07,0
83.55,47.39,3.64,1.41,81.7,29.51,0
72.73,45.06,2.13,3.4,51.43,42.09,1
69.8,25.99,3.91,1.58,69.2,32.75,0
71.15,8.37,14.64,5.02,63.69,50.97,2
77.45,66.36,0.77,1.33,26.13,43.2,1
66.48,54.86,0.01,3.13,51.87,35.06,0
87.16,68.04,0.4,1.05,67.18,34.97,0
52.18,41.26,3.11,1.14,44.26,44.57,1
50.71,35.74,6.14,3.78,52.75,53.64,2
85.16,50.13,4.35,0.23,67.83,29.11,0
91.9,67.08,3.41,1.66,61.45,34.55,0
76.67,45.37,2.18,2.59,80.94,34.53,0
76.78,66.04,1.86,2.78,67.67,47.61,2
88.68,29.87,2.36,1.79,40.88,23.74,0
78.67,46.77,4.73,1.19,50.45,30.85,0
75.12,48.6,0.92,0.6,60.41,31.75,0
51.07,74.53,7.38,4.8,86.77,57.37,2
79.14,54.15,4.28,0.92,50.53,39.04,1
65.98,84.92,1.57,3.21,25.35,56.62,2
94.81,23.05,3.48,0.06,68.81,22.04,0
50.1,52.6,16.45,0.53,44.89,63.71,2
58.19,53.59,0.1,0.85,34.29,35.31,0
61.36,62.4,1.11,2.23,60.38,38.4,1
50.29,33.73,2.97,0.77,79.46,33.04,0
86.27,83.69,5.09,0.08,48.52,36.9,0
75.86,50.26,1.19,0.38,69.93,28.38,0
41.19,28.26,13.4,0.6,73.64,51.88,2
72.44,49.68,5.14,0.39,75.84,32.41,0
50.07,43.74,10.5,0.46,45.35,54.77,2
84.38,100.0,2.0,2.93,37.58,44.42,1
44.63,71.0,8.83,1.06,40.3,57.43,2
79.86,50.99,2.38,1.04,75.82,24.08,0
64.99,47.76,1.46,6.8,73.35,51.35,2
61.8,69.02,12.13,1.18,40.86,73.23,2
70.95,69.98,0.48,5.25,100.0,35.66,0
92.1,0.0,14.31,0.71,38.47,36.75,0
46.4,62.86,3.07,1.02,79.99,39.49,1
57.64,50.56,24.55,1.01,90.39,67.72,2
82.12,23.78,3.88,1.58,62.2,25.59,0
77.38,67.6,7.08,1.76,44.61,51.19,2
39.43,94.92,0.04,0.57,45.04,57.7,2
73.49,61.14,3.43,3.16,54.76,39.2,1
74.28,72.01,6.69,1.37,81.62,44.21,1
67.41,86.08,7.64,0.01,36.0,46.61,1
86.93,33.39,0.86,1.79,23.22,32.11,0
68.76,12.85,2.71,3.2,67.24,29.59,0
89.36,63.14,2.72,0.58,71.63,29.02,0
66.11,45.05,0.55,0.08,99.36,21.01,0
55.26,22.52,2.93,3.29,32.35,42.73,1
83.97,48.44,8.23,7.48,57.3,55.18,2
77.96,64.55,1.78,0.16,83.24,30.37,0
78.26,47.02,2.83,5.56,62.42,45.28,1
84.92,34.26,16.22,0.89,56.09,49.0,2
70.4,45.53,0.16,5.68,75.8,36.66,0
89.02,49.61,4.48,2.09,48.01,43.44,1
60.73,11.41,6.8,4.42,77.03,48.11,2
71.4,47.14,7.15,3.08,34.93,45.37,1
74.22,23.11,6.29,0.06,29.61,37.99,1
79.11,63.18,6.48,0.14,54.53,38.88,1
38.93,18.78,0.3,1.49,8.73,50.08,2
96.13,70.25,3.82,0.28,61.69,32.75,0
73.88,41.82,7.64,1.24,25.35,48.03,2
68.89,39.14,0.49,6.19,65.65,44.67,1
39.82,55.89,0.06,0.7,63.71,39.63,1
77.1,32.68,8.43,1.34,58.64,47.69,2
31.87,55.57,6.23,0.97,68.73,54.9,2
58.84,35.36,2.66,1.99,64.08,41.98,1
59.95,38.87,14.1,0.43,54.14,52.03,2
61.35,58.11,7.27,0.6,96.62,38.6,1
83.7,27.23,17.19,3.91,67.87,57.75,2
74.5,24.71,13.25,3.34,75.44,50.51,2
62.19,54.96,3.28,3.11,81.46,35.26,0
47.3,49.46,7.03,2.95,73.36,52.05,2
49.98,53.37,5.53,1.23,100.0,42.09,1
84.43,56.55,8.34,2.61,63.32,44.53,1
79.52,51.15,7.75,0.98,59.86,42.93,1
64.0,62.16,0.83,0.21,47.01,38.28,1
96.9,51.95,1.33,1.0,54.87,16.2,0
77.63,9.85,1.54,0.35,45.38,16.73,0
70.23,15.04,8.53,0.99,73.54,38.14,1
62.0,88.56,8.32,0.71,41.75,58.22,2
86.21,50.0,3.42,1.83,61.48,34.99,0
66.37,69.0,4.35,0.9,71.19,41.85,1
82.22,43.09,8.77,2.45,63.01,38.65,1
78.45,48.84,1.87,1.44,42.08,34.32,0
83.82,40.93,0.26,5.04,73.98,34.92,0
50.68,99.32,3.29,0.19,58.29,55.54,2
63.34,55.06,12.25,2.33,2.55,79.39,2
56.45,39.3,7.81,2.23,40.33,49.74,2
40.29,16.97,2.28,6.02,88.02,51.37,2
85.28,89.47,0.33,0.93,89.69,27.37,0
62.23,46.73,5.07,0.73,70.52,40.78,1
70.9,64.88,8.99,0.38,75.68,45.14,1
69.34,67.12,5.47,0.62,44.43,46.21,1
86.43,40.74,2.77,1.39,54.8,30.91,0
47.42,63.45,0.66,3.64,84.71,41.66,1
55.35,37.92,12.08,0.67,68.52,53.49,2
67.56,30.19,1.61,0.34,61.3,24.09,0
81.57,73.29,1.27,0.64,56.26,37.68,0
83.83,46.84,8.46,0.21,83.49,36.87,0
61.69,60.37,19.87,5.23,82.44,79.9,2
98.2,58.22,5.4,4.12,72.99,43.75,1
60.23,62.76,4.9,0.74,61.33,47.42,2
55.07,18.87,1.92,0.57,52.86,28.74,0
94.26,38.29,0.1,4.72,73.86,24.54,0
84.46,43.51,1.06,0.0,37.96,23.86,0
87.36,33.37,4.39,1.84,42.11,28.71,0
57.39,58.58,0.82,4.95,30.98,54.84,2
92.48,73.74,10.76,1.42,84.7,39.81,1
65.46,76.9,1.04,0.01,45.59,48.05,2
67.74,43.22,3.69,0.49,68.08,30.75,0
71.05,55.84,3.59,5.11,57.49,49.78,2
48.36,58.91,4.63,0.03,100.0,35.93,0
94.49,62.43,1.98,1.0,68.84,21.96,0
82.05,32.44,10.34,3.12,22.76,57.7,2
44.96,86.41,2.94,3.64,83.51,58.4,2
55.56,68.53,6.02,1.3,52.26,56.35,2
41.94,69.05,5.05,0.53,55.98,55.36,2
63.79,74.07,0.62,1.83,46.55,41.79,1
84.42,60.68,4.87,0.61,63.91,32.2,0
57.25,29.45,4.0,0.59,63.65,37.19,0
73.17,47.22,11.44,3.3,47.09,63.56,2
48.17,16.98,10.64,0.34,49.84,48.55,2
78.46,58.3,0.82,0.01,62.03,34.78,0
38.04,46.62,0.43,0.82,13.15,47.67,2
83.67,49.19,1.74,1.35,31.17,42.44,1
95.62,74.08,21.57,2.44,93.4,57.51,2
82.67,40.86,0.11,3.04,66.56,31.06,0
72.31,44.96,5.59,2.18,49.5,41.64,1
47.5,50.44,4.69,1.97,26.08,59.55,2
92.32,13.2,5.2,2.19,58.87,31.62,0
95.14,44.68,1.23,0.63,79.7,12.73,0
65.88,0.28,1.29,0.96,100.0,21.27,0
47.24,38.29,2.82,1.92,97.84,46.73,1
74.82,67.1,0.5,0.14,42.26,35.2,0
80.71,58.95,0.39,0.7,50.08,32.2,0
78.79,38.1,0.46,1.04,30.57,39.27,1
89.52,50.82,4.25,1.52,43.17,37.74,1
50.06,28.5,2.54,1.33,55.74,38.07,1
64.62,49.95,1.74,2.53,52.66,50.99,2
94.48,100.0,1.9,1.28,100.0,25.94,0
58.34,86.92,1.16,4.69,33.69,57.01,2
60.51,51.05,2.65,0.96,59.1,41.25,1
50.8,53.2,1.13,1.49,18.73,41.64,1
84.28,30.41,5.99,0.01,66.62,26.13,0
65.56,33.96,0.66,0.74,33.17,33.13,0
31.22,57.24,14.81,4.03,82.05,75.62,2
91.99,39.5,0.47,0.81,54.18,27.64,0
64.56,68.08,14.36,0.58,31.96,55.85,2
75.14,81.39,8.96,1.57,17.95,58.11,2
74.21,56.65,5.71,0.16,40.43,39.34,1
60.45,52.03,12.17,1.52,64.79,52.88,2
91.39,16.38,0.75,0.72,68.43,10.44,0
90.15,64.95,0.97,0.97,50.03,35.32,0
66.14,27.13,1.45,3.13,78.52,27.78,0
72.36,41.64,1.4,2.17,37.29,41.72,1
71.33,69.19,1.86,1.18,1.46,51.34,2
73.56,70.6,4.29,1.72,65.65,38.32,1
70.55,40.67,0.14,2.91,85.8,36.28,0
67.4,41.82,2.41,2.74,85.99,40.59,1
77.73,36.01,1.41,0.41,34.0,33.48,0
85.9,26.04,4.67,0.72,49.11,28.51,0
75.77,37.3,21.06,0.86,74.48,50.14,2
93.57,17.74,3.65,0.42,47.46,28.73,0
64.7,63.66,2.77,0.02,62.11,42.42,1
87.85,57.89,2.3,0.38,45.67,29.31,0
72.6,61.21,7.68,3.3,38.21,52.23,2
71.22,30.91,0.37,1.58,42.07,34.74,0
84.36,26.1,16.07,0.84,79.11,35.71,0
84.84,51.07,2.71,1.87,60.28,30.88,0
90.97,51.28,1.88,2.69,85.44,22.79,0
81.7,47.05,18.26,0.88,70.41,47.71,2
85.53,44.21,13.73,1.25,92.13,37.11,0
84.09,84.22,5.14,0.13,76.36,43.12,1
95.04,58.52,0.09,1.82,75.19,16.99,0
82.69,89.41,6.9,0.88,57.59,50.75,2
78.86,75.38,2.04,1.14,100.0,32.38,0
64.13,84.07,2.46,1.1,62.25,50.6,2
66.9,28.51,0.86,2.0,20.53,40.54,1
55.39,61.86,3.71,1.7,65.36,43.69,1
73.83,41.36,6.82,1.1,40.35,39.02,1
41.3,16.73,1.59,0.03,80.34,33.16,0
88.18,79.92,13.96,1.94,74.52,56.9,2
65.3,44.13,1.08,4.23,56.17,39.95,1
66.86,28.9,0.34,2.94,42.24,41.11,1
37.51,41.71,5.17,7.99,62.93,62.09,2
84.79,34.08,9.46,0.3,47.18,38.59,1
81.14,36.13,15.3,0.5,75.76,40.73,1
74.56,45.57,7.29,1.55,71.12,42.28,1
73.0,84.62,1.11,0.54,100.0,27.3,0
84.08,36.67,19.01,0.07,51.1,50.92,2
25.01,83.19,12.59,1.03,53.93,70.7,2
69.97,66.98,0.89,0.68,56.9,38.72,1
87.59,57.93,4.09,0.61,57.78,36.26,0
45.58,64.96,4.05,6.12,80.54,52.32,2
47.95,50.27,2.92,0.54,54.47,45.07,1
80.87,75.72,20.76,0.28,99.45,49.24,2
56.11,61.34,0.31,0.27,71.65,46.26,1
80.1,16.71,4.93,3.28,50.29,33.14,0
52.55,55.93,1.15,2.51,45.18,52.42,2
74.15,65.68,3.75,0.28,80.82,35.33,0
62.94,44.22,7.56,0.5,60.57,43.86,1
76.57,52.53,1.42,2.75,60.18,31.3,0
54.21,37.74,2.5,0.64,48.03,43.14,1
82.2,22.45,15.06,7.98,58.77,61.99,2
51.78,18.99,7.17,1.56,47.22,46.76,1
71.46,19.26,4.25,0.43,87.23,22.92,0
60.1,63.38,1.26,3.92,74.34,45.27,1
90.4,0.19,2.77,0.77,56.5,13.27,0
79.17,36.67,7.44,0.68,56.21,36.27,0
64.92,34.69,8.59,0.79,61.84,39.59,1
95.44,44.36,1.4,2.92,59.89,26.36,0
58.42,12.87,5.42,0.38,40.86,37.28,0
74.31,58.08,0.5,0.96,21.98,42.8,1
57.93,24.54,0.12,0.06,44.05,31.53,0
54.56,72.65,3.98,3.5,57.43,54.53,2
44.89,37.56,1.27,0.83,45.24,42.92,1
96.83,48.09,0.41,0.57,76.39,20.95,0
73.57,50.08,6.54,1.73,55.42,44.0,1
57.91,54.88,3.45,2.44,97.47,38.96,1
72.26,50.74,7.95,3.35,48.77,57.48,2
71.53,41.46,5.45,0.85,62.81,30.63,0
91.73,56.86,6.54,3.35,54.22,42.44,1
44.1,59.32,1.84,1.25,68.8,45.41,1
62.87,34.7,1.53,0.21,81.32,18.46,0
66.79,58.53,4.59,3.75,72.17,53.33,2
85.38,73.83,1.12,1.59,19.38,45.88,1
37.59,64.12,8.45,1.84,70.0,62.82,2
79.87,68.65,3.7,5.54,39.78,60.26,2
94.59,53.44,1.29,1.64,53.8,32.31,0
43.1,31.28,4.91,0.01,73.79,26.36,0
92.11,33.81,14.51,4.09,37.6,56.02,2
96.75,56.4,0.43,0.67,83.12,21.83,0
68.63,68.86,0.58,1.39,52.93,34.96,0
92.96,100.0,9.28,0.46,100.0,33.24,0
87.63,69.64,0.58,0.7,61.37,33.79,0
79.96,26.59,0.2,2.32,94.11,13.7,0
85.72,34.65,2.14,1.12,83.95,32.48,0
44.62,95.57,3.14,1.97,47.78,61.91,2
57.94,45.71,4.21,3.47,33.97,59.0,2
84.38,50.95,3.54,0.83,62.27,32.52,0
49.71,30.79,12.22,1.68,48.35,59.4,2
59.27,81.3,7.32,3.01,91.59,52.99,2
61.72,60.01,20.62,2.51,55.06,77.7,2
85.14,34.51,3.24,1.55,53.99,20.83,0
88.63,30.12,0.44,0.97,32.08,32.04,0
81.98,56.14,15.56,1.05,68.38,55.07,2
31.03,50.88,0.02,1.14,36.52,48.21,2
73.07,66.64,7.48,0.86,68.85,42.29,1
71.64,60.94,0.16,2.4,71.6,34.17,0
96.92,44.71,7.16,0.27,45.01,35.93,0
78.32,39.12,13.9,6.85,79.13,64.5,2
80.07,46.8,2.47,3.02,54.5,35.35,0
71.57,38.99,1.38,0.71,30.58,27.49,0
89.13,47.4,1.28,0.09,90.91,31.49,0
80.79,50.33,3.38,2.48,41.53,44.69,1
72.0,32.04,0.94,2.65,70.14,28.46,0
82.61,62.61,5.59,6.63,68.52,58.06,2
75.99,42.59,2.3,0.59,67.78,33.87,0
94.69,33.16,1.95,0.17,67.44,22.22,0
82.72,42.97,3.09,4.93,40.6,42.39,1
67.05,54.85,3.91,0.6,93.83,35.53,0
82.88,51.66,0.77,2.56,79.12,35.21,0
62.39,58.44,6.15,0.13,69.5,32.93,0
68.56,67.97,10.73,2.86,33.34,64.11,2
87.53,76.1,1.63,0.27,40.43,39.29,1
81.1,55.71,0.99,2.38,73.15,33.74,0
70.57,28.61,7.15,1.52,19.93,46.75,1
52.52,44.62,1.01,6.22,66.77,55.05,2
77.77,29.91,0.21,0.08,33.38,26.92,0
68.64,83.94,4.83,0.69,42.64,50.82,2
65.68,89.75,1.37,0.14,31.78,50.37,2
92.76,63.01,0.94,4.23,64.92,36.03,0
47.71,67.17,19.98,1.8,82.33,63.56,2
62.03,55.02,1.73,1.53,66.96,39.24,1
91.75,57.32,11.69,0.28,69.16,42.34,1
61.51,18.05,0.98,1.34,63.36,26.39,0
54.9,48.52,8.55,1.02,73.65,45.63,1
63.47,32.38,3.49,0.76,69.34,16.41,0
88.57,55.63,0.41,2.96,5.7,50.25,2
76.33,48.81,6.61,0.13,78.13,38.42,1
63.58,88.94,11.13,2.08,76.02,53.17,2
74.99,68.33,0.89,3.46,52.75,40.65,1
89.54,55.69,6.47,4.76,20.52,61.79,2
62.93,44.66,2.94,2.74,64.85,34.81,0
59.29,83.52,7.01,0.66,66.53,54.35,2
80.78,49.4,6.26,1.84,51.19,39.39,1
67.82,56.63,0.13,0.3,63.73,34.08,0
56.42,50.84,0.98,0.25,81.44,31.85,0
66.45,41.92,3.18,2.04,100.0,28.99,0
54.81,50.73,13.56,3.81,62.94,65.46,2
80.29,10.76,2.09,0.14,66.68,16.29,0
77.11,19.05,4.96,0.22,43.52,22.0,0
93.84,56.99,0.06,1.67,49.97,25.72,0
85.95,81.36,6.21,0.49,57.28,38.41,1
58.83,56.96,4.62,1.89,83.55,33.52,0
51.52,35.59,6.28,0.48,76.38,40.64,1
53.51,21.14,11.75,0.25,98.59,36.9,0
66.68,65.69,0.79,1.58,30.2,47.28,2
86.31,38.66,1.52,3.96,33.53,41.85,1
95.92,62.86,27.34,2.31,82.04,71.1,2
72.78,57.8,0.85,3.42,88.98,36.67,0
55.02,59.57,6.38,0.62,60.66,42.47,1
81.74,50.67,6.46,4.34,0.0,61.59,2
86.06,57.67,5.74,0.95,45.13,41.67,1
92.24,47.61,1.29,3.83,66.71,43.34,1
69.54,37.29,1.21,1.27,42.01,35.1,0
31.22,30.73,5.49,0.62,63.7,47.28,2
28.38,2.3,1.03,0.6,97.97,25.05,0
55.41,46.38,5.42,1.68,88.52,39.83,1
69.65,80.39,3.39,0.16,76.18,39.37,1
90.19,64.6,2.44,5.32,58.71,42.14,1
62.47,54.55,1.79,0.63,50.11,40.02,1
89.33,35.32,14.74,0.82,75.16,44.27,1
81.45,69.95,3.55,0.53,60.51,35.5,0
63.18,47.61,4.12,0.01,61.19,41.08,1
82.71,81.5,14.9,2.36,28.98,71.59,2
77.32,30.38,5.3,1.79,45.71,33.28,0
88.12,35.0,15.83,3.32,75.04,44.53,1
75.19,33.05,0.56,0.08,37.98,31.41,0
80.86,20.36,9.37,5.28,65.31,42.09,1
43.0,31.26,2.04,0.8,68.25,31.11,0
87.48,52.06,8.32,4.89,69.42,56.16,2
75.64,35.76,9.68,0.23,71.21,32.26,0
83.49,0.0,1.58,2.72,72.55,12.01,0
58.76,71.49,2.63,1.73,47.52,45.09,1
88.8,16.32,6.47,0.89,30.65,34.4,0
45.06,61.78,0.52,0.16,42.53,44.98,1
66.68,50.62,7.04,1.86,74.6,52.37,2
89.65,92.35,0.59,0.05,35.98,36.17,0
86.74,69.94,12.29,1.39,39.19,56.73,2
54.54,39.91,1.62,1.85,39.08,48.5,2
66.1,35.96,4.29,2.64,23.08,44.27,1
79.19,80.05,0.62,9.5,37.06,67.04,2
94.01,20.48,1.57,0.6,80.01,5.62,0
88.75,53.82,2.59,0.78,45.66,42.32,1
82.07,47.38,3.34,0.83,25.02,44.29,1
72.71,43.14,0.0,2.63,49.77,32.19,0
48.39,57.07,10.98,5.37,70.21,69.75,2
44.04,53.79,0.04,7.32,23.38,70.49,2
59.69,59.15,7.43,5.83,79.07,50.34,2
